Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroups,Colorado,Northern Colorado,Features,On-air,Denver Regional,EchoLink,IRLP,Commands,YSF Digital Enabled,DG-ID,Mixed-Mode,AllStar,Grid,WIRES-X,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector,Feed,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,Local Network,Southern Colorado,Wyoming,WyLOCAL,Location Photo,Kansas,Local or Reflector,CKRG,KansasLink,Bandwidth
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,115.1,WSW,yes,224,222.4,103.5,,,,Jefferson,On-Air,Rocky Mountain Radio League,,Repeater,CCARC,yes,103.5,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,115.1,WSW,yes,147.15,147.75,100,,,,Jefferson,On-Air,Aurora Repeater Assoc (ARA),,ARA Repeaters,CCARC,yes,100,"Denver metro, central front range","Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,ARA: Wed at 20:00.,,,,e-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,115.3,WNW,yes,447.7,442.7,100,,,,Larimer,On-Air,Northern Colorado Amateur Radio Club,,http://ncarc.net/,,yes,100,Wide Area Coverage,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,131.8,N0XLF,"Palmer Lake, Monument Hill",CO,OPEN,E,115.4,SW,yes,145.19,144.59,131.8,,,,Douglas,On-Air,N0OBA Owner,,,,yes,131.8,Wide area coverage at 8300,,,Tri Lakes Net: Mon at 19:30 (except third Monday of the month which is the regular radio club meeting).,,,,,,,10079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,115.6,WSW,yes,447.5,442.5,88.5,,,,Jefferson,On-Air,Aurora Repeater Association,,,CCARC,yes,88.5,Wide area.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,115.6,WNW,yes,146.625,146.025,100,,,,Larimer,On-Air,Northern Colorado ARC,,,CCARC,yes,100,Wide area: Northern front range.,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,115.6,WNW,yes,224.84,223.24,100,,,,Larimer,On-Air,Northern Colorado ARC,,,,yes,100,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY","Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,"E-power, 25 watts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,116.2,W,yes,146.91,147.51,123,,,,Boulder,On-Air,,"Town of Gold Hill, Colorado",http://goldhilltown.com/,,yes,127.3,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,There is a MOU With BCARES for repeater use.,"Summer Tue at 19:30P, Winter 19:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,117,WSW,yes,145.28,144.68,100,,,,Jefferson,On-Air,,,Intermountain Repeater Group,CCARC,yes,,Wide area.,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .","PL is usually off, allowing use by older transceivers.",Sun at 19:30. Everyone welcome.,,,,"Closed autopatch, e-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,117,WSW,yes,449.525,444.525,CSQ,,,,Jefferson,On-Air,KE0SJ,,Intermountain Repeater Group,CCARC,yes,,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,117,WSW,yes,146.64,146.04,100,,,,Jefferson,On-Air,Denver Radio League,,DRL Repeaters,CCARC,yes,,"Wide area. 
   Repeater Coverage Map",,8,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,117,WSW,yes,146.985,146.385,100,,,,Denver,On-Air,El Jebel RADOPS,,,CCARC,yes,100,,,,RADOPS: Sun at 19:00.,,,,E-power.,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,117,WSW,yes,448.625,443.625,100,,,,Jefferson,On-Air,Denver Radio Club,,DRC Repeaters,CCARC,yes,100,Denver metro area.,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,DRC: Sun at 20:30.,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,117.2,WSW,yes,927.8375,902.025,,,,,Jefferson,On-Air,,,,CCARC,yes,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,The offset is -25.8125,,,,,,,,,,,,,,45770,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,117.2,WSW,yes,446.7875,441.7875,,yes,1,,Jefferson,On-Air,Denver Radio Club,Brandmeister Network,http://www.w0tx.org/,CCARC,yes,,,,,,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,CC1 D073,N0SZ,"Evergreen, Lower Squaw Mountain",CO,OPEN,,117.3,WSW,yes,145.175,144.575,D073,yes,1,,Clear Creek,Off-Air,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,CCARC,yes,D073,,,Please check the status of this repeater by going to the web link.  This repeater is capable of being remotely mode/frequency steered for Colorado EmComm/ARES use.,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.34,-0.6,103.5,KE4GUQ,Evergreen,CO,OPEN,I,117.3,WSW,yes,145.34,144.74,103.5,,,,Jefferson,On-Air,Rocky Mtn Radio League,,Repeater,CCARC,yes,127.3,Wide area.,,,,,,,E-power.,,,,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Larkspur, Westcreek",CO,OPEN,,118.3,SW,yes,449.975,444.975,100,,,,Douglas,On-Air,K0JSC,The Fun Machine,The Fun Machine,CCARC,yes,100,,Full-time to the  The Fun Machine System .,"Can be linked to Allstar, Echolink and others by a Sysop",,,,,Simulcast and Voted with Cedarwood and Methodist.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.225,0.6,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,EI,118.3,SW,yes,147.225,147.825,107.2,,,,Douglas,On-Air,Colorado Repeater Association (CRA),CRA VHF Link System,Colorado Repeater Association,CCARC,yes,107.2,Wide area,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        224.98000 (W0CRA) at Conifer, Conifer Mountain, CO .
 


Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .",,"CRA Net, Sunday 9AM",,,,Closed autopatch,,,347086,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.425,-5,107.2,W0CRA,"Larkspur, Westcreek",CO,OPEN,,118.3,SW,yes,448.425,443.425,107.2,,,,Douglas,On-Air,Colorado Repeater Association (CRA),ARESDEC,http://www.w0cra.org,,yes,107.2,Wide area,"Full-time to  
        147.10500 (WA0DE) at Simla, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,118.4,WSW,yes,446.925,441.925,,yes,7,,Douglas,On-Air,,,Rocky Mountain Ham Radio,CCARC,yes,,,Full-time to the  Colorado TRBO System .,See the website for programming info.,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,118.4,WSW,yes,447.525,442.525,146.2,,,,Douglas,On-Air,EmComm Colorado,Colorado ARES,,CCARC,yes,146.2,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,118.5,W,yes,145.31,144.71,88.5,,,,Gilpin,On-Air,Colorado Connection,,,CCARC,yes,123,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Full-time to the  Colorado Connection System .,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX","Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,118.5,W,yes,449.225,444.225,141.3,,,,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),,,CCARC,yes,141.3,Wide area.,,"Emcomm Affiliated, Open repeater",,,,,Emergency Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,123,N0FH,Estes Park,CO,OPEN,EI,118.7,W,yes,146.685,146.085,123,,,,Larimer,On-Air,Estes Valley ARC,,,CCARC,yes,,Estes Valley and east RMNP - some coverage E and SE (Loveland and Denver),"Full-time to  
        449.80000 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,E-power.,,,625757,7268,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,119,W,yes,147.03,147.63,100,,,,Boulder,On-Air,KI0HG,Boulder County Amateur Radio Emergency Service,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.98,-1.6,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,EI,119.4,WSW,yes,224.98,223.38,107.2,,,,Jefferson,Off-Air,Colorado Repeater Association,,,CCARC,yes,107.2,Wide area. Denver.,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,"Closed autopatch, e-power.",,,347086,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.9,-20,CSQ,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,119.4,WSW,yes,1287.9,1267.9,CSQ,,,,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,CCARC,yes,,Fort Collins to Colorado Springs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,119.4,WSW,yes,447.15,442.15,107.2,,,,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,CCARC,yes,107.2,Wide area: Denver.,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.72,-1.6,103.5,W0MOG,Colorado springs,CO,OPEN,,121.3,SW,yes,224.72,223.12,103.5,,,,El Paso,On-Air,w0mog,,,,yes,103.5,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,121.6,N,yes,145.475,144.875,,,,,Scotts Bluff,On-Air,RWMC,,,,yes,,20,,,,,,,e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,121.6,N,yes,444.825,449.825,,,,,Scotts Bluff,On-Air,W0KAV/KW0R,,,,yes,,,,,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,121.8,WSW,yes,447.85,442.85,141.3,,,,Clear Creek,On-Air,AC0KQ,Rocky Mountain Ham Radio,,CCARC,yes,141.3,Wide area at 9500',,,,,,,AllStar node repeater providing wide area coverage along the Front Range,,,,,,,,,29571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,121.8,N,yes,146.445,146.445,88.5,,,,Scotts Bluff,On-Air,,,http://garymcduffie.com,,yes,88.5,,,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,,,,,,,,,3055,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,88.5,N0ARA,"Critchell, Critchell Mountain",CO,OPEN,,121.9,WSW,yes,147.12,147.72,88.5,,,,Jefferson,On-Air,Aurora Repeater Association,,http://www.n0ara.org,CCARC,yes,88.5,Denver metro and east.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,122,SE,yes,444.6,449.6,146.2,,,,Wallace,On-Air,WA0VJR,,,,yes,,"US-40 
   Repeater Coverage Map",,Dial 9335 to access K-Link,,,,,,,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,122.1,W,yes,224.6,223,100,,,,Gilpin,,W0RM,,,CCARC,yes,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.05,-1.7,107.2,W0CRA,"Conifer, Conifer Mountain",CO,OPEN,,122.1,WSW,yes,53.05,51.35,107.2,,,,Jefferson,Off-Air,Colorado Repeater Association (CRA),,,CCARC,yes,107.2,"Wide area: Cheyenne, Wyoming, to the north, Pueblo to the south, beyond Limon to the east and South Park to the southwest.",,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,122.5,W,yes,449.8,444.8,123,,,,Larimer,On-Air,Estes Valley ARC,,,CCARC,yes,,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .","Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",ARES D-10: Thu at 19:00.,,,,E-Power,,,625757,7268,"The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,,123.9,SE,yes,444.75,449.75,162.2,,,,Thomas,,,K-Link Repeater Network,K-Link Repeater Network,Kansas Repeater Council,yes,162.2,"Wide area. 
 Click for coverage map.  50 mi radius.",,"Repeater is intermittently off-air, and the Allstar node is down.",,,,,"Linked to K-Link Repeater Network 
E-power (batt) 
Allstar 46010",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,AA0L,Colorado Springs,CO,OPEN,,124.4,SW,yes,147.135,147.735,100,,,,El Paso,On-Air,AA0L,,,CCARC,yes,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,124.7,WSW,yes,449,444,136.5,,,,Clear Creek,On-Air,CARN,,,CCARC,yes,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,124.9,WSW,yes,446.875,441.875,,yes,6,,Douglas,On-Air,W0VG,RMHAM,http://www.rmham.org,CCARC,yes,,,Full-time to the  Colorado TRBO System .,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,2,,,,,,,,,,,,,,,,,,,,,,RMHAM,,,,,,,,,,,2,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,125,WSW,yes,448.675,443.675,100,,,,Denver,On-Air,W0CFI,,,CCARC,yes,100,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,125,WSW,yes,147.3,147.9,103.5,,,,Clear Creek,On-Air,Denver PD EEB,,,CCARC,yes,103.5,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,125.1,N,yes,147.075,147.675,,,,,Scotts Bluff,On-Air,Tri-City Radio Amateur Club,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,103.5,W0RSH,Colorado Springs,CO,OPEN,,125.2,SW,yes,146.85,146.25,103.5,,,,El Paso,On-Air,W0RSH,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC7,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,125.2,WSW,yes,446.9375,441.9375,,yes,7,,Clear Creek,On-Air,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,CCARC,yes,,,Full-time to the  Colorado TRBO System .,See the website for programming information.,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,2,,,,,,,,,,,,,,,,,,,,,,RMHAM,,,,,,,,,,,2,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,125.2,WSW,yes,146.67,146.07,100,,,,Clear Creek,On-Air,Castle Rock Repeater Group,,,CCARC,yes,100,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,125.2,WSW,yes,449.05,444.05,107.2,,,,Denver,On-Air,WG0N,,,CCARC,yes,107.2,Wide area.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,125.2,WSW,yes,448.225,443.225,141.3,,,,Clear Creek,On-Air,Rocky Mountain Ham Radio,,,CCARC,yes,141.3,,,,,,,,E-power(gen).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,125.2,WSW,yes,146.94,146.34,103.5,,,,Clear Creek,On-Air,Rocky Mtn Radio League,,Repeater,CCARC,yes,103.5,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.","Linkable to  
        449.82500 (W0WYX) at Broomfield, CO .
 


Linkable to  
        449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",,"Colorado WX: Daily at 06:30. 
RMRL: Mod at 20:30. 
Astronomy: Tue at 19:00. 
Amateur Radio Events: Tue at 20:00.",,,,11,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,125.2,WSW,yes,145.49,144.89,100,,,,Jefferson,On-Air,"KB0VIU,  Denver Radio Club",,DRC Repeaters,CCARC,yes,100,,"Full-time to  
        448.62500 (W0TX) at Golden, Centennial Cone, CO .",,DRC: Sun at 20:30.,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,125.2,WSW,yes,449.45,444.45,103.5,,,,Clear Creek,On-Air,Rocky Mountain Radio League,,Repeater,CCARC,yes,127.3,"Wide area: West to the Continental Divide, south to
Colorado Springs, east to Limon, and north to Cheyenne.",,,RMRL: Mon at 20:30.,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,,,Colorado Springs,CO,OPEN,,125.2,SW,yes,147.27,147.87,,,,,El Paso,On-Air,TRA,,,,yes,,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,125.2,WSW,yes,145.145,144.545,107.2,,,,Clear Creek,On-Air,Colorado Repeater Assoc,,http://www.w0cra.org/info/squaw.html#145145,CCARC,yes,107.2,Wide area. Denver metro.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,103.5,W0MOG,Colorado Springs,CO,OPEN,,125.2,SW,yes,147.39,147.99,103.5,,,,El Paso,On-Air,W0MOG,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,125.2,WSW,yes,449.35,444.35,100,,,,Clear Creek,On-Air,Denver Radio Club,,DRC Repeaters,CCARC,yes,100,Wide area.,,,,,,,11,,,4140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,125.2,WSW,yes,447.575,442.575,107.2,,,,Clear Creek,On-Air,Colorado Repeater Association (CRA),,http://www.w0cra.org,CCARC,yes,107.2,Wide area: Denver metro.,,,,,,,,,,347088,3291,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,151.4,K0IRP,Colorado Springs,CO,OPEN,,125.2,SW,yes,146.91,146.31,151.4,,,,El Paso,On-Air,GGARC,,,CCARC,yes,151.4,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,100,AA0L,Colorado Springs,CO,OPEN,,125.5,SW,yes,448.3,443.3,100,,,,El Paso,On-Air,AA0L,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,107.2,NX0G,Colorado Springs,CO,OPEN,,125.5,SW,yes,447.475,442.475,107.2,,,,El Paso,,Mountain ARC (MARC),,,CCARC,yes,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,MARC/PCRC: Tue at 1930.,,,,"Closed autopatch, e-power.",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.06,-1.6,,KB0SRJ,Colorado Springs,CO,CLOSED,,125.5,SW,yes,224.06,222.46,,,,,El Paso,,Pikes Peak FM Association (PPFMA),,,CCARC,yes,,Wide area.,,,,,,,"E-power, linked.",Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
