Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,Sponsor,Features,Links,Commands,Notes,Nets,Grid,Downlink Tone,Coverage,AllStar,Affiliate,EchoLink,IRLP,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,On-air,P25 Digital Enabled,NAC,Default Reflector,DMR Enabled,Color Code,Wide Network,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,WIRES-X,Denver Regional,Northern Colorado,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Europe,Southwest USA
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,132.6,E,,446.7375,441.7375,,Fremont,On-Air,http://www.k0jsc.com,CCARC,,,IPSC Link to the Colorado network on Talk Slot 2.,Full-time to the  Colorado TRBO System .,,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,,DM78ii,,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,7,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,132.8,E,,927.7,902.7,D114,Fremont,On-Air,,CCARC,,Royal Gorge ARC,,,,,,,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,133.3,SW,,146.82,146.22,100,Apache,On-Air,,ARCA,,Totah ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,133.3,SW,,145.25,144.65,100,Apache,On-Air,,ARCA,,San Juan Connection,"E-power, linked.",Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,133.4,SE,,146.76,146.16,67,Taos,On-Air,,,,Taos ARC,11,,,,,,,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,133.4,SE,,145.175,144.575,141.3,Taos,Off-Air,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,133.8,NE,,146.7,146.1,107.2,Summit,On-Air,,CCARC,,GRARC,E-power.,,,,,,,,,,,3972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,134.4,NE,,147.39,147.99,88.5,Summit,On-Air,Breckenridge Repeater,CCARC,,Colorado Connection,12,Full-time to the  Colorado Connection System .,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,123,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,134.8,NE,,445.0875,440.0875,,Fremont,On-Air,http://www.rmham.org/,,,K2AD,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,135.3,ESE,,224.32,222.72,88.5,Custer,Off-Air,PHC repeaters,CCARC,,Pueblo Ham Club,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,135.3,ESE,,449.625,444.625,107.2,Custer,On-Air,CMRG Repeaters,CCARC,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,135.3,ESE,,447.175,442.175,88.5,Pueblo,Off-Air,Pueblo Ham Club,CCARC,,Pueblo HC,11,,,,,,,Wide area: Southeast Colorado.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,135.4,E,,447.975,442.975,100,Fremont,On-Air,http://www.k0jsc.com,CCARC,,K0JSC,Autopatch.,Full-time to the  The Fun Machine System .,,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",,100,"Canon City area. 
   Repeater Coverage Map",28368,,363976,7301,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,123,KD7HLL,Mexican Hat,UT,OPEN,,135.4,WSW,,449.9,444.9,123,San Juan,On-Air,,UVHFS,,,6,,,Part time link to  two repeaters,,,,"Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.685,-0.6,107.2,NX0G,"Lake George, Badger Mountain",CO,OPEN,,136.5,E,,146.685,146.085,107.2,Park,On-Air,,CCARC,,Mountain ARC (MARC),"Closed autopatch, e-power.","Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",Autopatch: 911,,MARC/PCRC: Tue at 19:30.,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,107.2,KC0CVU,"Lake George, Badger Mountain",CO,OPEN,I,136.6,E,,147.36,147.96,107.2,Park,On-Air,CMRG Repeaters,CCARC,,,E-power.,,,,,,107.2,Wide area.,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Canon City, Canon City",CO,OPEN,,137.6,E,,449.975,444.975,100,Fremont,On-Air,http://www.k0jsc.com,CCARC,,K0JSC,Simulcast TX / Voted RX with Cedarwood and Salida,Full-time to the  The Fun Machine System .,,,,,100,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,,Lake George,CO,OPEN,,141.5,E,,449.7,444.7,107.2,Park,,,CCARC,,CMRG,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,143.7,SSE,,145.175,144.575,141.3,Sandoval,Off-Air,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,144,E,,224.94,223.34,67,Teller,Testing,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,144,E,,1287.7,1267.7,67,Teller,Testing,,CCARC,,WB0WDF,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,144,E,,447.4,442.4,67,Teller,On-Air,,CCARC,,WB0WDF,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,144,E,,147.015,147.615,107.2,Teller,On-Air,,CCARC,,Mountain ARC,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,144,E,,145.46,144.86,67,Teller,On-Air,,CCARC,,WB0WDF,"E-power, 100% Solar",,,,,,,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,145.9,SSE,,147.04,147.64,141.3,Rio Arriba,Off-Air,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,146.1,SSE,,147.24,147.84,67,Sandoval,On-Air,,NMFCC,,,9,Full-time to the  Mega-Link System .,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,149.9,SE,,145.39,144.79,100,Taos,On-Air,Taos Amateur Radio Club,NMFCC,,Taos ARC,"E-power, linked.",,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,149.9,SE,,145.355,144.755,100,Huerfano,On-Air,,CCARC,,N0JPX,"E-power, linked.",,,,,,,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.895,-0.6,100,AB0PC,"Bailey, Dick Mountain",CO,OPEN,A,152.2,NE,,146.895,146.295,100,Park,On-Air,Park County Radio Club (PCRC),CCARC,,AB0RR,25,"Full-time internet linked to  
        448.57500 (WZ0N) at Hartsel, CO .",,,Wed at 19:30.,,100,285,45835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,152.2,SE,,449.75,444.75,100,Las Animas,On-Air,The Fun Machine,CCARC,,N0ZSN,,Full-time to the  The Fun Machine System .,,,,,100,,28368,The Fun Machine,363976,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,153.1,E,,448.45,443.45,100,El Paso,On-Air,PPFMA Repeaters,CCARC,,Pikes Pk FM Assoc,E-power.,"Linkable to  
        146.97000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,100,KB0SRJ,"Colorado Springs, Pikes Peak",CO,OPEN,,153.1,E,,146.97,146.37,100,El Paso,On-Air,PPFMA Repeaters,CCARC,,Pikes Peak FM Assoc,"Closed autopatch, e-power.","Linkable to  
        448.45000 (KB0SRJ) at Colorado Springs, Pikes Peak, CO .",,,"Southern Colorado Traffic: Daily at 2000. 
Midday Severe Weather: Daily 1230 - 1240. 
PPFMA Weekly Info: Sun at 2030. 
ARES: Tue at 1900. 
SKYWARN.",,123,"Wide area. line-of-sight coverage to pretty much the entire prairie of Colorado, from the mountains eastward to Kansas, with signal as far as New Mexico and Wyoming depending on where you are.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.95,-5,CC7,K7PFJ,"Colorado Springs, Almagre Mountain",CO,OPEN,,154,E,,446.95,441.95,,Teller,On-Air,,,,Rocky Mountain Ham Radio,,"Full-time to  
        446.98750 (N0SZ) at Boulder, Lee Hill, CO .",,,,,,Monument Hill through Pueblo.,,RMHAM,,,,,,,,,,,,,,,,,,7,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,AA0SP,"Colorado Springs, Almagre Mountain",CO,PRIVATE,,154,E,,147.18,147.78,100,El Paso,On-Air,,CCARC,,AA0SP,E-power (solar).,,,This repeater is available for public service oriented communications with prior coordination. Contact Mike Proctor KB0IAP to coordinate its use.,,,,"Located on South Almagre Mountain at 12,367 feet, it provides excellent coverage of nearly all of El Paso County and points east, along with coverage extending south past Pueblo. Locations very close in to the Front Range, or in the shadow of Cheyenne Mountain are not covered well. Since this peak is shorter than Pikes Peak its coverage to the north is not as good as Pikes Peak, although there are points northeast of Colorado Springs where there is coverage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.725,-25,D114,WA6IFI,"Colorado Springs, Almagre Mountain",CO,OPEN,,154,E,,927.725,902.725,D114,Teller,On-Air,Yahoo Group,CCARC,,WA6IFI,12,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .",,,,,D114,"Wide area: Along I-25 from Raton Pass to Pueblo, really solid from Pueblo through Colorado Springs, to Castle Rock, and spotty from Castle Rock north through Denver.  50 mi radius.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,156.2,SE,,145.25,144.65,123,Taos,On-Air,Taos Amateur Radio Club,NMFCC,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,156.3,E,,446.875,441.875,,Douglas,On-Air,http://www.rmham.org,CCARC,,W0VG,,Full-time to the  Colorado TRBO System .,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,6,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,
145.415,-0.6,179.9,KA0WUC,Woodland Park,CO,OPEN,,156.5,E,,145.415,144.815,179.9,Teller,,,CCARC,,MARC,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,107.2,NX0G,Woodland Park,CO,OPEN,,156.5,E,,448.65,443.65,107.2,Teller,On-Air,,CCARC,,Mountain ARC (MARC),E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,MARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.025,-5,141.3,KA0WUC,Woodland Park,CO,OPEN,,156.5,E,,449.025,444.025,141.3,Teller,,,CCARC,,Mountain Amateur Radio Club (MARC),Linked.,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,NX0G,Woodland Park,CO,OPEN,,156.5,E,,146.82,146.22,107.2,Teller,On-Air,,CCARC,,Mountain ARC,E-power.,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .
 


Full-time to  
        147.01500 (NX0G) at Cripple Creek, CO .",,,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.675,-5,179.9,KA0WUC,Woodland Park,CO,OPEN,,156.5,E,,447.675,442.675,179.9,Teller,On-Air,,CCARC,,Mountain Amateur Radio Club (MARC),E-power.,,,,,,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.325,-5,103.5,KA4EPS,"Woodland Park, Paradise Pines",CO,OPEN,A,156.5,E,,449.325,444.325,103.5,Teller,On-Air,,CCARC,,KA4EPS,E-power. Allstar Node 27976,,,Node # 27976,"Sunday 1500 MST
Tuesday 1730 MST",,103.5,"Small coverage repeater node covering Woodland Park, CO when not linked. When linked to the Florida hub, coverage from Key West to Port. St John Florida can be expected.",27976,Amateur Radio Motorcycle Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,D205,KA0WUC,Woodland Park,CO,OPEN,,156.5,E,,927.9,902.9,D205,Teller,On-Air,,CCARC,,MARC,,,,,,,D205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,156.6,NNE,,147.075,147.675,88.5,Grand,On-Air,,CCARC,,Colorado Connection,,Full-time to the  Colorado Connection System .,,Part of the Colorado Connection system of Repeaters,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,123,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,157,SE,,147.14,147.74,67,Taos,On-Air,http://www.taosarc.com/,,,,11,Full-time to the  Mega-Link System .,,,,,,,,TaosARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,100,KB0SRJ,Colorado Springs,CO,OPEN,,157.3,E,,145.265,144.665,100,El Paso,Off-Air,PPFMA Repeaters,CCARC,,Pikes Peak FM Association,"Closed autopatch, e-power.",,,Repeater has been moved.,,,100,Local. Good coverage of I25 in Colorado Springs.,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.8,-5,100,KB0SRJ,"Colorado Springs, UCCS",CO,OPEN,,157.3,E,,448.8,443.8,100,El Paso,Off-Air,PPFMA Repeaters,CCARC,,Pikes Peak FM Assoc,,,,,,,100,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,67,NM5ML,"Gallup, Deza Bluffs",NM,OPEN,,158.6,SSW,,147.22,147.82,67,McKinley,On-Air,,NMFCC,,New Mexico Mega Link Assoc,"Closed autopatch, e-power.",Full-time to the  Mega-Link System .,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,100,KC5WDV,"Gallup, Deza Bluffs",NM,OPEN,,158.6,SSW,,448.2,443.2,100,McKinley,On-Air,,NMFCC,,,,,,,,,,,,McKinley County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.1,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,159,E,,448.1,443.1,107.2,El Paso,On-Air,CMRG Repeaters,CCARC,,,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,107.2,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,159,E,,146.76,146.16,107.2,El Paso,On-Air,,CCARC,,Cheyenne Mountain Repeater Group,"Closed autopatch, e-power.",,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,-5,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,159,E,,448,443,107.2,El Paso,On-Air,CMRG Repeaters,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,107.2,W0CRA,"Colorado Springs, Cheyenne Mountain",CO,OPEN,EI,159,E,,145.16,144.56,107.2,El Paso,On-Air,http://www.w0cra.org/info/cosprgs.html#145160,CCARC,,Colorado Repeater Association,"Closed autopatch, e-power.","Full-time to  
        145.46000 (W0CRA) at Boulder, Eldorado Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,Switch to this repeater at mile marker 170 on I-25.,,,107.2,"Wide area: Colorado Springs, Pueblo, and other areas of southeast and south central Colorado.",,CRA VHF Link System,347086,3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,107.2,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,I,159,E,,147.345,147.945,107.2,El Paso,On-Air,http://www.cmrg.org/,CCARC,,,"Closed autopatch, e-power.","Full-time to  
        927.85000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to the  Cheyenne Mtn Repeater Group System .",,,,,107.2,Wide area.,,,,3854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,W5HO,La Cueva,NM,OPEN,,159.5,SSE,,145.41,144.81,100,Santa Fe,Off-Air,,NMFCC,,W5HO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,159.8,SE,,147.18,147.78,100,Rio Arriba,On-Air,,NMFCC,,,,,,,,DM76BF,100,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.375,-0.6,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,160.1,E,,145.375,144.77,,El Paso,On-Air,http://www.cmrg.org,CCARC,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,wide area,,,,,,,,,,,,,,,,,,,,,,,KC0CVU (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,160.1,E,,446.9125,441.9125,,El Paso,On-Air,,,,Cheyenne Mountain Repeater Group (CMRG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KC0CVU (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.85,-25,D114,KC0CVU,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,160.1,E,,927.85,902.85,D114,Teller,On-Air,http://www.cmrg.org,CCARC,,CMRG,9,"Full-time to  
        147.34500 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        448.10000 (KC0CVU) at Colorado Springs, Cheyenne Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.13,-0.6,88.5,KB0VJJ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,160.1,E,,145.13,144.53,88.5,El Paso,On-Air,,CCARC,,Colorado Connection,9,Full-time to the  Colorado Connection System .,,Linked into the Colorado Connection System,"Colorado Traffic Net: Daily at 19:00. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00. 
Colorado Preparedness Net: Sat at 09:30",,123,Wide area: South toward Pueblo and north to Monument. Decent coverage to the east. Little coverage to the west.,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,,160.1,E,,445.0625,440.0625,,El Paso,Off-Air,,CCARC,,Rocky Mountain Ham Radio,The DMR-MARC Worldwide Network,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,1,,,2,,,,,,,,,,,,,,,,,,,
