Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,Downlink Tone,Coverage,Links,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Denver Regional,Affiliate,D-STAR Enabled,Node,Sources,Web links,Southern Colorado,Nets,Grid,Notes,EchoLink,IRLP,AllStar,Northern Colorado,Commands,On-air,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Wyoming,WyLOCAL,Europe,Southwest USA
146.64,-0.6,100,WB0TUB,"Golden, Centennial Cone",CO,OPEN,,75.2,NNE,,146.64,146.04,100,Jefferson,On-Air,Denver Radio League,E-power.,CCARC,,,"Wide area. 
   Repeater Coverage Map",,,,,,,,,,,,,DRL Repeaters,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.28,-0.6,100,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,75.2,NNE,,145.28,144.68,100,Jefferson,On-Air,,"Closed autopatch, e-power, linked.",CCARC,,,Wide area.,"Full-time to  
        449.52500 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,Intermountain Repeater Group,,Sun at 19:30. Everyone welcome.,,"PL is usually off, allowing use by older transceivers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,75.2,NNE,,449.525,444.525,CSQ,Jefferson,On-Air,KE0SJ,E-power.,CCARC,,,,"Full-time to  
        145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",,,,,,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,77,N0KM,Center,CO,OPEN,A,75.3,S,,146.64,146.04,77,Rio Grande,On-Air,,,,,77,Low level local coverage,,,,,,,,,,,,,,,,,,,,28781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,100,W0TX,"Golden, Centennial Cone",CO,OPEN,,75.3,NNE,,448.625,443.625,100,Jefferson,On-Air,Denver Radio Club,E-power.,CCARC,,100,Denver metro area.,"Full-time to  
        145.49000 (W0TX) at Idaho Springs, Centennial Cone, CO .",,,,,,,,,,,,DRC Repeaters,,DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,75.4,NE,,447.875,442.875,107.2,Jefferson,On-Air,N6LXX,,CCARC,,107.2,"I-70,I-76,I-25,I-225",Full-time to the  N6LXX System .,,,,,,,,N6LXX,,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,88.5,ND0Q,"Pueblo, Deer Peak",CO,OPEN,,75.4,SE,,447.175,442.175,88.5,Pueblo,Off-Air,Pueblo HC,11,CCARC,,,Wide area: Southeast Colorado.,,,,,,,,,,,,,Pueblo Ham Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,107.2,KC0CVU,"Pueblo, Deer Peak",CO,OPEN,,75.4,SE,,449.625,444.625,107.2,Custer,On-Air,,E-power.,CCARC,,,,,,,,,,,,,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,75.4,NE,,53.17,51.47,107.2,Jefferson,On-Air,N6LXX,,CCARC,,CSQ,"I-70,I-76,I-25,I-225",Full-time to the  N6LXX System .,,,,,,,,N6LXX,,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,75.4,SE,,224.32,222.72,88.5,Custer,Off-Air,Pueblo Ham Club,11,CCARC,,,,,,,,,,,,,,,,PHC repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,77,N0KM,Center,CO,OPEN,,75.5,S,,447.1,442.1,77,Saguache,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.8375,-25.8,D205,KI0HC,"Golden, Centennial Cone",CO,OPEN,A,75.8,NNE,,927.8375,902.025,,Jefferson,On-Air,,,CCARC,,,Great coverage of the Denver area and I-76 East to Atwood MM112. I-70 East to Agate MM340. West to Idaho Springs MM240. And I-25 from Larkspur MM172 to Longmont MM240 depending on the hills.,,,,,,,,,,,,,,,,,The offset is -25.8125,,,45770,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,
446.7875,-5,CC1,W0TX,"Denver, Centennial Cone",CO,OPEN,,75.8,NNE,,446.7875,441.7875,,Jefferson,On-Air,Denver Radio Club,,CCARC,,,,,,1,,,,,,Brandmeister Network,,,,http://www.w0tx.org/,,,,,,,,,"Any Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf.  TG's are PTT enabled and will timeout after 15 minutes of inactivity.  Time Slot 2 Talk Group 310805 is local repeater only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,77.5,NNE,,224,222.4,103.5,Jefferson,On-Air,Rocky Mountain Radio League,8,CCARC,,103.5,,,,,,,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,77.5,NNE,,448.85,443.85,88.5,Jefferson,On-Air,Aurora Repeater Assoc,e-power.,CCARC,,88.5,"Denver metro, central front range",,,,,,,,,,,,,ARA Repeaters,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,77.5,NNE,,147.15,147.75,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),e-power,CCARC,,100,"Denver metro, central front range","Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,,,,,,,,,,,ARA Repeaters,,ARA: Wed at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,77.6,NNE,,224.74,223.14,88.5,Jefferson,On-Air,Aurora Repeater Assoc,e-power,CCARC,,88.5,,,,,,,,,,,,,,ARA Repeaters,,ARA: Wed at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,77.6,NNE,,449.75,444.75,103.5,Jefferson,On-Air,Rocky Mtn Radio League,8,CCARC,,103.5,,,,,,,,,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,77.6,NNE,,145.22,144.62,103.5,Jefferson,On-Air,Rocky Mtn Radio League,8,CCARC,,103.5,Wide area.,,,,,,,,,,,,,Repeater,,,,Talk-Group of $FFFF.,,,,,,,,,,,Yes; analog capable.,,,,,293,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,77.9,NE,,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,,,,,,,,,,,,,,,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,77.9,NE,,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,,CCARC,,,,,,,,,,,,,,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,77.9,NE,,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,,CCARC,,,,,,,,,,,,,,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,77.9,NE,,449.625,444.625,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,E-power,CCARC,,141.3,,,,,,,,,,,,,,,,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,77.9,NE,,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,,CCARC,,,,,,,,,,,,,,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,77.9,NE,,145.37,144.77,,Jefferson,On-Air,Rocky Mountain Ham Radio,,CCARC,,,,,,7,,,,,,,,,,Rocky Mountain Ham Radio,,,,See the website for programming information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,78,NE,,446.8375,441.8375,,Jefferson,On-Air,WA2YZT,200,CCARC,,,,Full-time to the  Colorado TRBO System .,,7,,,,,,,,,,,,,,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,78.2,WNW,,146.85,146.25,88.5,Garfield,On-Air,Colorado Connection,70,CCARC,,123,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,,,,,,,,,,,,,,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,Part of the Colorado Connection System of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,78.2,NE,,53.09,51.39,107.2,Jefferson,On-Air,Denver Radio Club,E-power.,CCARC,,,Metro Denver area.,,,,,,,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,78.2,WNW,,447.1,442.1,107.2,Garfield,On-Air,Ski Country ARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,78.2,WNW,,449.6,444.6,107.2,Garfield,On-Air,,e-power Linked to GMRA open system,CCARC,,,Wide area.,,,,,,,,,,,,,http://www.gmra.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,141.3,AB0BX,"Highlands Ranch, STEM School",CO,OPEN,EA,78.2,NE,,447.225,442.225,141.3,Douglas,Off-Air,,"AllStar, EchoLink, 25ft",CCARC,,141.3,8,,,,,,,,,,,,,,,Amateur Satellite net 7PM MST thursday,,,373051,,41967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,78.2,WNW,,146.88,146.28,107.2,Garfield,On-Air,Ski Country ARC,,CCARC,,,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,78.4,NNE,,447.45,442.45,103.5,Grand,On-Air,W0IG,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,78.5,NE,,224.38,222.78,100,Jefferson,On-Air,Denver Radio Club,,CCARC,,100,,,,,,,,,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,78.5,NE,,449.775,444.775,100,Jefferson,On-Air,Denver Radio Club,,CCARC,,100,Metro Denver,,,,,,,,,,,,,Denver Radio Club,,,,,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,78.5,NE,,147.33,147.93,100,Jefferson,On-Air,Denver Radio Club,E-power.,CCARC,,,Metro Denver and the foothills.,,,,,,,,,,,,,DRC Repeaters,,SATERN: Thu at 19:30.,,Not recommeded to use tone squelch on this repeater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,107.2,KI0MR,Paonia,CO,OPEN,,78.6,W,,147.33,147.93,107.2,Delta,On-Air,North Fork Repeater Assoc.,,CCARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,77,W9SL,"Castle Pines, Daniels Park",CO,OPEN,,79.2,E,,449.95,444.95,77,Douglas,On-Air,W9SL Owner,,CCARC,,77,Primarily to the North along I-25 corridor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,79.7,NE,,448.125,443.125,107.2,Jefferson,On-Air,Denver PD EEB,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,79.7,NE,,448.975,443.975,123,Jefferson,On-Air,FRG,Linkable VHF/UHF Remote Base,CCARC,,,Wide area.,,,,,,,,,,,,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,79.7,NE,,927.7875,902.7875,156.7,Jefferson,On-Air,N0PYY,,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,80.4,NE,,448.75,443.75,100,Jefferson,On-Air,,E-power.,CCARC,,100,Local.,,,,,,,,,N0ELY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,80.5,NW,,447.6,442.6,,Garfield,,Ski Country ARC (SCARC),50,CCARC,,,40,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,,,,,,,,,,,,,,,Link Hub for 146.880.,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,80.5,NW,,224.02,222.42,,Garfield,,SCARC,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,80.5,NW,,147.3,147.9,107.2,Garfield,Off-Air,Roaring Fork Amateur Repeater Cooperative,8,CCARC,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,,,,,,,,,,,,,,,Single beep courtesy tone when linked and none when unlinked.,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,80.5,NW,,449.85,444.85,131.8,Garfield,On-Air,,e-power  Linked to GMRA Open System,CCARC,,131.8,Glenwood Springs,Full-time to the  GMRA Open System .,,,,,,,,Grand Mesa Repeater Assoc,,,,http://GMRA.org,,Colorado State RACES  Wed 1930 local,,RACES net Wed 1930 Hrs Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,80.7,NE,,447.825,442.825,D073,Jefferson,On-Air,Denver Radio Club,,CCARC,,D073,,,,,,,,,,,,,,,,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.925,-0.6,,WA0JS,Creede,CO,OPEN,,81,SSW,,146.925,146.325,,Mineral,Off-Air,Creede ARC,,CCARC,,,,,,,,,,,,,,,,,,,,WA0JS license expired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,81.4,NE,,446.975,441.975,,Jefferson,On-Air,W0DMR,,,,,Denver Metro Area,,,0,,,,,,,,,,http://www.w0dmr.org/,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,81.5,NNE,,449.225,444.225,141.3,Gilpin,On-Air,Rocky Mountain Ham Radio (RMHR),Emergency Power,CCARC,,141.3,Wide area.,,,,,,,,,,,,,,,,,"Emcomm Affiliated, Open repeater",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,81.5,NNE,,224.6,223,100,Gilpin,,W0RM,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,81.5,NNE,,145.31,144.71,88.5,Gilpin,On-Air,Colorado Connection,10,CCARC,,123,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,"Split tone.  The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,82.1,ESE,,447.2,442.2,,El Paso,Testing,GGARC,,,,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,Garden of the Gods Amateur Radio Club,,,,,,,,,,,,,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,82.7,E,,447.525,442.525,203.5,Douglas,On-Air,EmComm Colorado,,CCARC,,146.2,"Denver metropolitan area, front range foothills",,,,,,,,,Colorado ARES,,,,,,,,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,82.7,NE,,147.21,147.81,100,Jefferson,On-Air,Denver Water Amateur Radio Club,,,,100,,,,,,,,,,,,,,,,DVARC: Thu at 15:30. The net allows DWARC members the ability to test the radio capabilities as well as policies and procedures. This NET is a work in progress and has a good possibility to change times and locations.,,,,,,,,,,,,23,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,83,ESE,,447.625,442.625,100,El Paso,On-Air,KD0MDP,Linked.,,,100,,Full-time to the  The Fun Machine System .,,,,,,,,The Fun Machine,,,,,,,,,363976,7301,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,100,K0JSC,Pueblo West,CO,OPEN,EIA,84.2,SE,,448.975,443.975,100,Pueblo,On-Air,,,CCARC,,100,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,http://www.k0jsc.com,,,,Off air.  Will return to service,363976,7301,28368,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,-0.6,123,KB5ITS,"Lake City, Hill 71",CO,OPEN,,85.2,SW,,147.135,146.535,123,Hinsdale,On-Air,,E-power (solar),CCARC,,,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,88.5,KB0VJJ,"Kremmling, Santoy Peak",CO,OPEN,,85.2,N,,147.075,147.675,88.5,Grand,On-Air,Colorado Connection,,CCARC,,123,Flattops Wilderness Area well and can even be worked from the Front Range in some locations. Coverage at the east end of Glenwood Canyon to Eagle is available in some spots along I-70.  Map,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,Part of the Colorado Connection system of Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,86.6,N,,146.82,146.22,123,Grand,,GCARA,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,86.6,N,,446.875,441.875,,Clear Creek,On-Air,,,,,,,,,,,,,,,RMHAM,,,,http://www.rmham.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.85,-5,,K0PRA,Franktown,CO,OPEN,,86.9,E,,446.85,441.85,,Douglas,On-Air,Parker Radio Association,D-Star B module,CCARC,,,,,,,,,,,,,,K0PRA (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",http://parkerradio.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,146.2,WQ8M,Parker,CO,OPEN,I,87,NE,,448.7,443.7,146.2,Douglas,On-Air,,,,,,Local North Parker only,,,,,,,,,,,,,,,,,,,3415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.675,-5,136.5,WR0AEN,Denver,CO,OPEN,I,87.1,NE,,449.675,444.675,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,7708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.9,-5,CSQ,WB0TPT,Denver,CO,OPEN,,87.1,NE,,447.9,442.9,CSQ,Denver,Off-Air,WB0TPT,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,,87.1,NE,,449.65,444.65,,Denver,On-Air,Colorado Amateur Repeater Network (CARN),,CCARC,,,,,,,,,,,,,,WR0AEN (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.925,-5,100,K0FEZ,Denver,CO,OPEN,,87.1,NE,,447.925,442.925,100,Denver,On-Air,RADOPS El Jebel Shriners,,CCARC,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.075,-5,123,N5EHP,Denver,CO,OPEN,,87.2,NE,,448.075,443.075,123,Denver,On-Air,W0IG,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,100,KE0SJ,"Boulder, Blue Mountain",CO,OPEN,,87.2,NE,,145.475,144.875,100,Jefferson,On-Air,Intermountain Repeater Group,E-power.,CCARC,,,"Wide Area: Ft. Collins to the North, Colorado Springs to the South, Parts of Akron to the east.",,,,,,,,,,,,,Intermountain Repeater Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,123,N0JXN,Denver,CO,OPEN,,87.2,NE,,146.715,146.115,123,Denver,On-Air,EARS,E-power.,CCARC,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.55,-5,82.5,W0KIZ,Denver,CO,OPEN,,87.2,NE,,448.55,443.55,82.5,Denver,Off-Air,HPRA,E-power.,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.175,-5,100,W0JRL,"Denver, Broadway Plaza Lofts",CO,OPEN,EA,87.9,NE,,447.175,442.175,100,Denver,On-Air,W0JRL,,CCARC,,100,,,,,,,,,,,,,,,,,,,201712,,29997,,Standard AllStar Link access commands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.525,-5,100,N0PKT,"Creede, Bristol Head",CO,OPEN,A,88.1,SW,,449.525,444.525,100,Mineral,On-Air,N0PKT,,,,100,,Full-time to the  The Fun Machine System .,,,,,,,,The Fun Machine,,,,,,,DM67lt,,,,43265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,,KB0YNA,"Montrose, Waterdog Peak",CO,OPEN,,89,WSW,,448.65,443.65,,Montrose,On-Air,KB0YNA,,,,151.4,Wide area.,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,107.2,WA4HND,"Montrose, Waterdog Peak",CO,OPEN,I,89,WSW,,447.2,442.2,107.2,Montrose,On-Air,,9,CCARC,,107.2,Delta/Montrose,Full-time to the  GMRA Open System .,,,,,,,,Grand Mesa Repeater Assoc,,,,GMRA Repeaters,,RACES Net Wed at 1930 Hrs.,,Closed IRLP out - Ask for a control op,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,,NE0Z,"Pueblo, CSU",CO,PRIVATE,,89.6,SE,,147,147.6,,Pueblo,On-Air,Carl Higbee,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,100,N1UPS,Westminster,CO,OPEN,EI,90.2,NE,,449.3,444.3,100,Adams,On-Air,N1UPS,,CCARC,,,,,,,,,,,,,,,,,,,,,43699,3699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,88.5,ND0Q,Pueblo,CO,OPEN,,90.6,SE,,447.95,442.95,88.5,Pueblo,On-Air,Pueblo Ham Club,E-power.,CCARC,,,Wide area.,,,,,,,,,,,,,Pueblo Ham Club,,,,Dual Mode Analog/DMR DMR is unlinked/stand alone for ARES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
